claim_nb,exposure,driv_age,veh_age,bonus_malus,log_density,area,brand_b13
0,0.0800,0.906842,-0.547641,-0.380180,1.544343,1.232275,1
0,0.2600,-0.238375,-1.092874,-0.633074,-0.882092,-0.934363,0
0,0.1400,-0.596256,-0.729386,-0.633074,-1.210544,-1.656575,0
0,1.0000,0.620538,0.361081,-0.633074,-0.549418,-0.212150,0
0,1.0000,0.334233,1.815036,-0.633074,-1.359339,-1.656575,0
0,0.8200,-1.097288,1.269803,1.010741,-0.178655,-0.212150,0
0,1.0000,2.123635,-0.547641,-0.633074,0.490459,0.510063,0
0,1.0000,1.407875,-0.911130,-0.633074,0.739864,0.510063,0
0,1.0000,0.334233,0.542825,-0.633074,-0.336134,-0.212150,0
0,0.1800,1.908907,-0.002408,-0.633074,0.739864,0.510063,0
0,0.5500,-0.166799,-1.092874,-0.633074,2.243436,1.954488,0
0,0.2400,1.336299,-0.365897,2.211990,-1.452948,-1.656575,0
0,0.9000,0.119505,2.360269,-0.633074,0.067967,-0.212150,0
0,1.0000,2.409940,0.179336,-0.633074,-0.209404,-0.212150,0
0,1.0000,0.191081,0.179336,-0.633074,0.333446,0.510063,0
0,0.6600,-0.453103,-0.547641,-0.633074,-0.576322,-0.212150,0
0,1.0000,-1.240440,-1.092874,0.252057,-0.576322,-0.212150,0
0,1.0000,2.481516,1.088058,-0.633074,0.410981,0.510063,0
0,0.4200,2.195212,-1.274619,-0.633074,0.410981,0.510063,0
0,1.0000,2.266788,-0.911130,-0.633074,1.319981,1.232275,0
0,1.0000,2.409940,0.906314,-0.633074,1.012854,1.232275,0
0,1.0000,0.620538,0.361081,-0.633074,0.773046,0.510063,0
0,0.0200,1.694179,1.269803,-0.633074,-0.736037,-0.934363,0
0,0.0800,2.195212,1.815036,-0.506627,0.848079,0.510063,0
0,0.0800,-0.596256,-0.002408,4.108699,0.773046,0.510063,0
0,1.0000,-0.023647,1.269803,-0.633074,0.457597,0.510063,0
0,0.7000,-0.381527,0.724569,1.010741,1.676607,1.232275,0
0,0.2700,-0.524680,-1.092874,-0.633074,-0.973550,-0.934363,0
1,0.8000,-1.312016,-1.092874,0.504951,-0.630209,-0.212150,0
0,0.0900,0.763690,0.361081,-0.000838,-0.531001,-0.212150,0
0,0.3700,0.620538,-1.092874,-0.633074,-0.639006,-0.212150,0
0,1.0000,-0.810984,0.542825,-0.190509,1.222234,1.232275,0
0,0.2600,0.763690,1.996780,-0.633074,0.453628,0.510063,0
0,0.0600,-0.882560,0.724569,1.010741,1.222234,1.232275,0
0,0.2800,0.692114,1.815036,-0.633074,0.453628,0.510063,0
0,0.1300,1.336299,0.906314,-0.633074,0.239261,0.510063,0
0,1.0000,-0.882560,0.724569,-0.633074,1.222234,1.232275,0
0,1.0000,0.620538,-0.002408,-0.633074,0.639565,0.510063,1
0,0.4200,0.620538,2.905502,-0.633074,0.154518,0.510063,0
0,1.0000,-1.168864,-1.092874,-0.064061,-0.338651,-0.212150,0
